Title,Description,URL,Sentiment
Premiership Rugby: London Irish 29-20 Saracens,London Irish survive a spell with just 12 men to hand Saracens their first Premiership defeat of the campaign.,https://www.bbc.co.uk/sport/rugby-union/64070850?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Binley Mega Chippy: The latest TikTok star,The chip shop in the West Midlands has drawn fans from far and wide.,https://www.bbc.co.uk/news/uk-61653830?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Liverpool beat Villarreal: How the Reds came back from the brink in Champions League semi-final,Liverpool's quadruple hopes were hanging in the balance at half-time against Villarreal but they found a way to make it to the Champions League final.,https://www.bbc.co.uk/sport/football/61311907?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Million-year-old viruses help fight cancer, say scientists",A discovery gives experts new ideas for developing vaccines to treat or even prevent cancer.,https://www.bbc.co.uk/news/health-65266256?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Derby County: How one of England's historic clubs was saved from a wild ride to ruin,Derby County were founder members of the Football League in 1888. This year they were saved from potential liquidation.,https://www.bbc.co.uk/sport/football/62377986?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Stillbirth: 'Finding my baby after 76 years is a big relief',"Marjorie Rigby, 102, did not know what happened to her stillborn daughter.",https://www.bbc.co.uk/news/uk-england-manchester-63600461?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Michael O'Neill: Former manager to return as Northern Ireland boss,Michael O'Neill agrees to return for a second spell as Northern Ireland manager after successfully concluding talks with the Irish FA.,https://www.bbc.co.uk/sport/football/63876441?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Pavement on their reunion: 'We're like an uncaged tiger',"The ultimate underground band of the 1990s are back, with a viral TikTok hit and ""emotional"" tour.",https://www.bbc.co.uk/news/entertainment-arts-63157311?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Belfast: The real people and streets behind Branagh’s film,The Oscar-nominated film draws on the director’s childhood in the Tiger's Bay area of north Belfast.,https://www.bbc.co.uk/news/uk-northern-ireland-60877392?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Commonwealth Games: Birmingham puts on captivating opening ceremony,Birmingham opens its Commonwealth Games in spectacular style with a captivating and hopeful ceremony at Alexander Stadium.,https://www.bbc.co.uk/sport/commonwealth-games/62340186?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Baftas 2023: The red carpet in pictures,"Viola Davis, Michelle Yeoh and Eddie Redmayne are among the stars gathering in London for the ceremony.",https://www.bbc.co.uk/news/entertainment-arts-64699045?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Grand Prix: Michael van Gerwen beats Nathan Aspinal to become 2022 World Grand Prix champion,Michael van Gerwen holds off a spirited Nathan Aspinall 5-3 to win his sixth World Grand Prix title in Leicester.,https://www.bbc.co.uk/sport/darts/63189067?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Amateur artist spotted by Hollywood after viral posts,Maisie Matilda taught herself fore-edge painting and she's now creating works for major studios.,https://www.bbc.co.uk/news/entertainment-arts-61647597?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Platinum Jubilee: Queen's life in pictures,"As the Queen marks 70 years on the throne, we present an image from every year of her life.",https://www.bbc.co.uk/news/in-pictures-60279300?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Obituary: Betty Boothroyd,The colourful and much respected Commons Speaker fought to maintain the traditions of Parliament.,https://www.bbc.co.uk/news/uk-12384724?at_medium=RSS&at_campaign=KARANGA,POSITIVE
How to sponsor Ukrainian refugees and offer them a UK home,"The government has announced details of the ""Homes For Ukraine"" scheme",https://www.bbc.co.uk/news/60735121?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Whitfield Tabernacle: 1930s time capsule discovered during restoration,The container was found at the Grade I listed Whitfield Tabernacle in South Gloucestershire.,https://www.bbc.co.uk/news/uk-england-bristol-62576149?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Claressa Shields v Savannah Marshall: American produces career-best performance in historic fight,Claressa Shields becomes undisputed middleweight champion by beating long-time rival Savannah Marshall via unanimous decision in London.,https://www.bbc.co.uk/sport/boxing/63273495?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Eidevall '100% sure' Arsenal will advance after first-leg draw,"Arsenal boss Jonas Eidevall says he is ""100% sure"" his team will progress into the semi-finals of the Women's Champions League.",https://www.bbc.co.uk/sport/football/60855875?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Burnley 2-1 West Bromwich Albion: Leaders come from behind to beat Baggies,Fit-again summer signing Scott Twine curls in a late winner as Vincent Kompany's Burnley come from behind to beat West Bromwich Albion.,https://www.bbc.co.uk/sport/football/64258364?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Napoli 1-1 AC Milan (1-2 agg): Olivier Giroud's goal sends Milan into Champions League semis,AC Milan reach the Champions League semi-finals for the first time since winning the competition in 2007 as they see off Serie A rivals Napoli in an incident-packed game.,https://www.bbc.co.uk/sport/football/65316375?at_medium=RSS&at_campaign=KARANGA,POSITIVE
What sanctions are being imposed on Russia over Ukraine invasion?,Western nations have imposed severe sanctions on Russia over its invasion of Ukraine.,https://www.bbc.co.uk/news/world-europe-60125659?at_medium=RSS&at_campaign=KARANGA,POSITIVE
King Charles Coronation: The curtain rises on the strangest show in town,The King's Coronation marks a moment of reinvention for a nation at ease with its eccentricity.,https://www.bbc.co.uk/news/uk-65495690?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Arsenal: Why the hearts of Dial Square FC fans still sing for the club across town,"Three years ago, they walked away from Arsenal. Now, a Premier League title challenge has drawn them, reluctantly, back.",https://www.bbc.co.uk/sport/football/64641090?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: Argentina go through after beating Poland 2-0 despite Lionel Messi penalty miss,Argentina complete a turnaround from the shock opening World Cup loss to Saudi Arabia by qualifying for the last 16 in impressive style against Poland.,https://www.bbc.co.uk/sport/av/football/63767184?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Boy trapped for 45 hours given water from bottle cap,"Rescuers found the young Syrian boy trapped under rubble in Hatay, Turkey",https://www.bbc.co.uk/news/world-europe-64564360?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Davis Cup 2023: Great Britain reach Finals as Cameron Norrie seals victory over Colombia,Cameron Norrie confirms Great Britain's place in September's Davis Cup Finals group stage by beating Colombia's Nicolas Mejia in straight sets.,https://www.bbc.co.uk/sport/tennis/64525522?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The Hundred: Peter Hatzoglou on being mentored by the late Shane Warne,Oval Invincibles spinner Peter Hatzoglou says the late Shane Warne's guidance has led him to the brink of a Hundred debut at Lord's.,https://www.bbc.co.uk/sport/cricket/62694047?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Manchester City 1-0 Atletico Madrid: Kevin de Bruyne goal gives hosts a slender lead,Kevin de Bruyne's second-half goal gives Manchester City a narrow victory over Atletico Madrid in the first leg of their Champions League quarter-final.,https://www.bbc.co.uk/sport/football/60988011?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Pioneer opens doors for female referees in Qatar,Rwanda's Salima Mukansanga hopes being selected for the men's World Cup will help other officials.,https://www.bbc.co.uk/sport/africa/63519142?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Diabetes sniffer dog saves South Ockendon boy say parents,Poppy is trained to smell blood sugar levels and alerted a boy's parents to his plight.,https://www.bbc.co.uk/news/uk-england-essex-63212714?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Eurovision 2023: Government pledges £10m towards Liverpool song contest,"The money will go on operational costs like security and visas for the show, being held in Liverpool.",https://www.bbc.co.uk/news/entertainment-arts-64763717?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Saturday's sport pays tribute to Queen Elizabeth II,Tributes are paid as sport resumes on Saturday following the death of Her Majesty Queen Elizabeth II.,https://www.bbc.co.uk/sport/62862295?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Elon Musk names Linda Yaccarino new Twitter CEO,NBCUniversal's former head of advertising is revealed as the new boss of the social network.,https://www.bbc.co.uk/news/business-65574826?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Charity uses online returns to help hard-up families,Families have received hundreds of thousands of items of unwanted stock to help them during the cost of living crisis.,https://www.bbc.co.uk/news/uk-62752864?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Ben Stokes: 'Door open' for England all-rounder to end ODI retirement and play at World Cup,"The ""door is open"" for Ben Stokes to come out of 50-over retirement and play at the World Cup in India later this year, says England coach Matthew Mott.",https://www.bbc.co.uk/sport/cricket/64390284?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Association of Photographers Awards 2021 winners revealed,The winners of the 37th Association of Photographers (AOP) Awards are revealed.,https://www.bbc.co.uk/news/in-pictures-61308032?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Sudan conflict: UK announces more evacuation flights,The Foreign Office says more rescue flights will take place out of Port Sudan on Wednesday.,https://www.bbc.co.uk/news/uk-65455218?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Everton 3-2 Crystal Palace: One of the greatest nights of my career - Frank Lampard,"Everton boss Frank Lampard says he feels ""very proud"" after his side produced an ""incredible"" comeback to beat Crystal Palace and secure their place in the Premier League next season.",https://www.bbc.co.uk/sport/av/football/61516944?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Brian Haw memorial: Sir Mark Rylance leads campaign,Sir Mark Rylance is leading a crowdfunding appeal to erect a statue of peace campaigner Brian Haw.,https://www.bbc.co.uk/news/uk-england-london-64582898?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Lotte Wubben-Moy's open letter after £600m school sport announcement,Lionesses and Arsenal defender Lotte Wubben-Moy reflects on the importance of the government's school sports pledge.,https://www.bbc.co.uk/sport/football/64881727?at_medium=RSS&at_campaign=KARANGA,POSITIVE
What is in the agreement?,The 1998 deal was designed to end 30 years of bloody conflict in Northern Ireland.,https://www.bbc.co.uk/news/uk-northern-ireland-61968177?at_medium=RSS&at_campaign=KARANGA,POSITIVE
AC Milan's 'Mind Room': The story behind an innovative psychology lab,Dr Bruno Demichelis was the man behind AC Milan's 'Mind Room' - a psychology lab that helped the club to their glory years.,https://www.bbc.co.uk/sport/football/61245521?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Tottenham Hotspur 2-0 Everton: Spurs close cap on leaders Arsenal,Harry Kane marks his 400th Tottenham appearance with a goal as Antonio Conte's side beat Everton at home.,https://www.bbc.co.uk/sport/football/63182450?at_medium=RSS&at_campaign=KARANGA,POSITIVE
COP27: Joe Biden issues climate rallying cry to world leaders,The US president also defends his country's climate leadership at the UN summit COP27.,https://www.bbc.co.uk/news/science-environment-63599415?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Boom time for dog walkers, sitters and trainers",Millions of people who bought dogs during the pandemic are now returning to work.,https://www.bbc.co.uk/news/business-61067507?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Ajax 0-3 Liverpool: Jurgen Klopp's side reach Champions League last 16,Liverpool secure their passage into the Champions League knockout stage with a clinical second-half display against Ajax in Amsterdam.,https://www.bbc.co.uk/sport/football/63394507?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Women's Six Nations 2023: Retiring Sarah Hunter hailed 'England's greatest player, men's or women's'","As England captain Sarah Hunter left the Kingston Park pitch with a tearful smile following the victory over Scotland, an era of English rugby ended.",https://www.bbc.co.uk/sport/rugby-union/65077151?at_medium=RSS&at_campaign=KARANGA,POSITIVE
A mind-reading combat jet for the future,The Tempest fighter jet will have artificial intelligence tech to monitor and help the pilot.,https://www.bbc.co.uk/news/business-62289737?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Man Utd win Carabao Cup: Bruno Fernandes says winning League Cup is not enough for Red Devils,"Manchester United midfielder Bruno Fernandes says ""we want more and need more"" trophies after the 2-0 Carabao Cup final win over Newcastle United.",https://www.bbc.co.uk/sport/football/64779998?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Harry Dunn: Anne Sacoolas gets suspended jail term for fatal crash,"The 19-year-old's family say justice is ""complete"" as US citizen Anne Sacoolas is sentenced.",https://www.bbc.co.uk/news/uk-england-northamptonshire-63891657?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The 200-year-old festival where children dress as horses,The Festival of the Horse is an annual event in in Orkney which celebrates farming heritage.,https://www.bbc.co.uk/news/uk-scotland-62826900?at_medium=RSS&at_campaign=KARANGA,POSITIVE
'The barriers to entry have gone - go for it now',"CEO Secrets: Tej Lalvani, boss of Vitabiotics and former Dragons' Den star, shares his advice.",https://www.bbc.co.uk/news/business-61880859?at_medium=RSS&at_campaign=KARANGA,POSITIVE
What do scientists actually want?,We asked climate experts from around the world what they want to see agreed at COP26 this week.,https://www.bbc.co.uk/news/science-environment-59212185?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Week in pictures: 26 March - 1 April 2022,"A selection of powerful images from all over the globe, taken in the past seven days.",https://www.bbc.co.uk/news/in-pictures-60941910?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Queen Elizabeth II: 'You could feel the love everyone has',"Kathryn Emery flew to the UK with her younger sister from Connecticut, especially to pay their respects to Queen Elizabeth ll.",https://www.bbc.co.uk/news/uk-62913032?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Malorie Blackman calls for year-round black history in schools,"The Noughts and Crosses author says schools should teach ""whole-truth"" black history all year round.",https://www.bbc.co.uk/news/education-63291527?at_medium=RSS&at_campaign=KARANGA,POSITIVE
My Job: 'I like breaking the prison officer stereotype',"Mica has been working at HMP Portland in Dorset, which houses over 500 prisoners, for five years.",https://www.bbc.co.uk/news/business-60993636?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The Kenyan café that helps fight discrimination against deaf people,"Most waiters at one Kenyan café are deaf, so customers use sign language, mimes or gestures.",https://www.bbc.co.uk/news/world-africa-60943884?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: Netherlands boss Louis van Gaal counters critics by reaching quarter-finals,Louis van Gaal is not to everyone's taste in the Netherlands but his side countered their critics to reach the World Cup quarter-finals.,https://www.bbc.co.uk/sport/football/63848692?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: 'I've tattooed England players',"Gabriel Maniak's tattoos on Phil Foden, Raheem Sterling and others have been seen by millions.",https://www.bbc.co.uk/news/newsbeat-63978981?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Peterborough United 4-0 Sheffield Wednesday: Posh crush Owls to take control of play-off tie,Peterborough United thrash Sheffield Wednesday 4-0 to take a commanding lead in their League One play-off semi-final.,https://www.bbc.co.uk/sport/football/65520041?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Faisal Islam: Can Sunak steer economy through crisis?,"The new prime minister must restore market credibility, tackle inflation and drive growth.",https://www.bbc.co.uk/news/business-63378462?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Hungarian Grand Prix: Ferrari 'hard to beat' in Hungary, says Max Verstappen",Max Verstappen believes it would be difficult to beat Ferrari in a straight fight in the dry after Friday practice at the Hungarian Grand Prix.,https://www.bbc.co.uk/sport/formula1/62351003?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The Hundred: Alana King emulates Shane Warne with instant impact,Why Alana King's emergence on English soil was reminiscent of Shane Warne back in 1993.,https://www.bbc.co.uk/sport/cricket/62534770?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Jacky Hunt-Broersma: The cancer survivor who ran 104 marathons in 104 days,"Jacky Hunt-Broersma, who lost her leg to cancer, set an unofficial record for consecutive marathons.",https://www.bbc.co.uk/news/world-us-canada-61299527?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Australia's devastating floods spur new warning systems,Better data and real-time software is allowing companies to improve the precision of flood warnings.,https://www.bbc.co.uk/news/business-61717600?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Why Ireland is so important to Joe Biden,Ireland is welcoming one of the most Irish US presidents ever - one with a legacy to protect.,https://www.bbc.co.uk/news/world-us-canada-65197578?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Six Nations: Dan Biggar kept Wales in the game against France - Martin Johnson,"Martin Johnson praises Dan Biggar's ""very impressive"" performance in Wales' narrow 13-9 defeat to France at the Principality Stadium.",https://www.bbc.co.uk/sport/av/rugby-union/60714279?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Jayde Adams: Comedian on doing Strictly Come Dancing for her late sister,The comedian and actress hasn't danced with anyone since competing with her late sister as teenagers.,https://www.bbc.co.uk/news/entertainment-arts-62463731?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Kenya election: How a handshake changed Odinga's heartland,"The BBC visits the home of presidential hopeful Raila Odinga, where a dramatic deal is paying off.",https://www.bbc.co.uk/news/world-africa-62244843?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The Hundred: How Eoin Morgan & Trevor Bayliss have turned around London Spirit's fortunes,"After only one win in the inaugural tournament, London Spirit have started the 2022 Hundred with three wins, but how have Eoin Morgan and Trevor Bayliss done it?",https://www.bbc.co.uk/sport/cricket/62524684?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: Gareth Southgate should remain England boss because he has unfinished business - Alan Shearer,Former England captain Alan Shearer says Gareth Southgate has shown he is the right man to take this exciting young team to the 2024 European Championship.,https://www.bbc.co.uk/sport/football/63934847?at_medium=RSS&at_campaign=KARANGA,POSITIVE
FA Cup: Derby County 0-2 West Ham United - highlights,Watch highlights as goals from Jarrod Bowen and Michail Antonio give West Ham a 2-0 victory over Derby to set up an FA Cup fifth round tie away at Manchester United.,https://www.bbc.co.uk/sport/av/football/64349465?at_medium=RSS&at_campaign=KARANGA,POSITIVE
US Open: Cameron Norrie and Dan Evans both reach New York second round,British pair Cameron Norrie and Dan Evans begin their US Open bids with routine wins over first-round opponents who could not cope with their level.,https://www.bbc.co.uk/sport/tennis/62720093?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Labour's NHS plan will offer patients more choice, Wes Streeting says",Shadow health secretary says regional waiting lists could help people get hospital treatment quicker.,https://www.bbc.co.uk/news/uk-politics-65663464?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Maharashtra: Daily digital detox to help Indian villagers talk,A Maharashtra village switches off TV and internet for a few hours daily - and the results are worth it.,https://www.bbc.co.uk/news/world-asia-india-63169149?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Liverpool quadruple bid: How the Reds are closer than any other English club to historic haul,There have been 120 other attempts by 15 English clubs to win the quadruple since 1960 - Liverpool are now closer than any of them to a historic clean sweep.,https://www.bbc.co.uk/sport/football/61292082?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Queen celebrates 96th birthday in Sandringham,Britain's longest-lived monarch has travelled to the Sandringham estate in Norfolk for her birthday.,https://www.bbc.co.uk/news/uk-61167593?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Madeleine Albright: First female US secretary of state dies,Tributes are paid to the Czech immigrant who was the first woman to become the top US diplomat.,https://www.bbc.co.uk/news/world-us-canada-60855139?at_medium=RSS&at_campaign=KARANGA,POSITIVE
The innovative surfing tech making waves,"The sport of surfing is modernising, using technology to offer bigger, better and safer thrills.",https://www.bbc.co.uk/news/business-60689501?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Working with assertive China a must - New Zealand PM Jacinda Ardern,New Zealand's PM tells the BBC in an exclusive interview she'll work with China where possible.,https://www.bbc.co.uk/news/world-asia-61160207?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Diamond League: Sha'Carri Richardson sets new 100m meeting record in Doha,Dina Asher-Smith finishes third as Sha'Carri Richardson sets a new 100m meeting record at the opening Diamond League of the season in Doha.,https://www.bbc.co.uk/sport/athletics/65502450?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Mercury Prize: Self Esteem and Little Simz lead race for album of the year,"The shortlist for the prestigious music award includes Little Simz, Self Esteem and Harry Styles.",https://www.bbc.co.uk/news/entertainment-arts-62825157?at_medium=RSS&at_campaign=KARANGA,POSITIVE
‘It felt amazing’ – how cycling let two women escape the Taliban,"When the Taliban seized power in 2021, Yulduz and Fariba Hashimi faced a choice; leave behind their family or leave behind their sporting dreams.",https://www.bbc.co.uk/sport/cycling/63403027?at_medium=RSS&at_campaign=KARANGA,POSITIVE
What is the minimum wage and how much is it?,The minimum wage for over-23s is going up 9.7% in April of next year.,https://www.bbc.co.uk/news/uk-politics-48445674?at_medium=RSS&at_campaign=KARANGA,POSITIVE
UK weather: Spring snow as parts of country hit by cold snap,"""Spring is on hold,"" says BBC Weather, in a sharp change to last week which saw highs of 20C.",https://www.bbc.co.uk/news/uk-60941529?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Queen Elizabeth II: Football Focus pay tribute to the UK's longest-serving monarch,Football Focus pays tribute to Queen Elizabeth II by looking back at her connection with the national sport.,https://www.bbc.co.uk/sport/av/football/62940080?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Fulham 0-3 Arsenal: Gunners restore five-point lead at top of table with convincing win,Arsenal restore their five-point advantage at the top of the Premier League in outstanding fashion with a ruthless victory at Fulham.,https://www.bbc.co.uk/sport/football/64852078?at_medium=RSS&at_campaign=KARANGA,POSITIVE
What does it take to raise a guide dog puppy?,"The BBC's Sean Dilley meets a volunteer puppy raiser, hoping to help a blind person be independent.",https://www.bbc.co.uk/news/uk-64148085?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Wakanda Forever 'will honour Chadwick's legacy',"Letitia Wright, Danai Gurira and Lupita Nyong’o talk emotions and filming the Black Panther sequel.",https://www.bbc.co.uk/news/newsbeat-63589041?at_medium=RSS&at_campaign=KARANGA,POSITIVE
'I have worked from home in 78 different countries',Katie Macleod travelled the world while managing to keep working as a freelance graphic designer.,https://www.bbc.co.uk/news/uk-scotland-62394463?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Lionesses recognised as Denise Lewis made dame,England players Leah Williamson and Beth Mead and former Olympic heptathlon champion Denise Lewis are among those recognised in the New Year's Honours,https://www.bbc.co.uk/sport/64100560?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Local elections 2023: Green Party makes record gains,The party takes seats in rural Tory areas and sole control of a council for the first time at an election.,https://www.bbc.co.uk/news/uk-politics-65496534?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Tiny tree frog found in bananas 4,000 miles from home",The frog travelled from the island of Hispaniola to south London in a bunch of bananas.,https://www.bbc.co.uk/news/uk-england-london-61816087?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: 'We witnessed history as Morocco won',Moroccan fans tell of pride and tears as their team makes it to the World Cup semi-finals.,https://www.bbc.co.uk/news/world-middle-east-63930050?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Queen attends Platinum Jubilee equestrian extravaganza,Hollywood stars including Helen Mirren and Tom Cruise feature in the show at Windsor Castle.,https://www.bbc.co.uk/news/uk-61460345?at_medium=RSS&at_campaign=KARANGA,POSITIVE
DJ Ace: 1Xtra presenter wants to talk about live organ donation,Radio 1Xtra's DJ Ace says more black and Asian people need to be aware they can donate while living.,https://www.bbc.co.uk/news/newsbeat-62347485?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Chelsea 6-0 Leicester City: Blues move a point behind WSL leaders Man Utd,Pernille Harder scores twice as Chelsea thrash Leicester City to move a point behind Women's Super League leaders Manchester United with three games left to play.,https://www.bbc.co.uk/sport/football/65290266?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Why does the Bank of England change interest rates?,The Bank of England is increasing its key interest rate to help curb inflation.,https://www.bbc.co.uk/news/business-50837114?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Queen plans to attend state opening of Parliament,The monarch intends to deliver her speech outlining the government's policies next Tuesday.,https://www.bbc.co.uk/news/uk-61342889?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Every woman's body is beach ready, says Spanish government campaign",The government's campaign urges women worried about their bodies to go to the beach.,https://www.bbc.co.uk/news/world-europe-62325030?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup final: How you rated Argentina and France players,How you rated the players as Argentina beat France 4-2 on penalties at the end of one of the most dramatic World Cup finals.,https://www.bbc.co.uk/sport/football/64019380?at_medium=RSS&at_campaign=KARANGA,POSITIVE
World Cup 2022: Marcus Rashford & Phil Foden fire England to 3-0 win against Wales,Watch highlights as Marcus Rashford and Phil Foden lead England to a 3-0 victory against Wales in their Group B match at the World Cup.,https://www.bbc.co.uk/sport/av/football/63767175?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Watch all the angles of Georgia Stanway’s screamer,Georgia Stanway puts England ahead against Spain with a screamer in their Euro 2022 quarter-final at Brighton's Amex Stadium.,https://www.bbc.co.uk/sport/av/football/62243551?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Tribute paid to Max, the springer spaniel who changed lives",Max the Miracle Dog became an internet star with people around the world watching his daily walks.,https://www.bbc.co.uk/news/uk-england-cumbria-60931891?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Day-by-day guide & schedule,Your day-by-day guide to all the action at the 22nd Commonwealth Games in Birmingham.,https://www.bbc.co.uk/sport/commonwealth-games/62222629?at_medium=RSS&at_campaign=KARANGA,POSITIVE
FA Cup final: Elton John bumps into Manchester City players at airport,Watch as Manchester City players bump into Elton John at the airport after their 2-1 FA Cup final victory over Manchester United at Wembley.,https://www.bbc.co.uk/sport/av/football/65803779?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Issey Miyake's fashion in pictures,Japanese fashion designer Issey Miyake's innovative styles created a global fashion brand.,https://www.bbc.co.uk/news/in-pictures-62481031?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Chloe Kelly: England winger's celebration praised for empowering women,Chloe Kelly's iconic celebration after scoring the winning goal for England in the Euro 2022 final is praised for empowering women.,https://www.bbc.co.uk/sport/football/62376808?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Your guide to the Notting Hill Carnival,The Notting Hill Carnival is back for the first time since 2019 this bank holiday weekend.,https://www.bbc.co.uk/news/uk-england-london-62677561?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Yulduz and Fariba Hashimi: Escaping the Taliban, chasing a dream","When the Taliban seized power in 2021, Yulduz and Fariba Hashimi faced a choice; leave behind their family or leave behind their sporting dreams.",https://www.bbc.co.uk/sport/cycling/63403027?at_medium=RSS&at_campaign=KARANGA,POSITIVE
PTSD: Photography helps police officer manage condition,"""I saw things no-one should see"", says a traffic police officer who now takes solace behind a lens.",https://www.bbc.co.uk/news/uk-england-essex-63699954?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Dunkley stars as England win first T20 against South Africa,Opener Sophia Dunkley shines with 59 from 39 balls as England easily chase 112 to beat South Africa in the first T20 international at Chelmsford.,https://www.bbc.co.uk/sport/av/cricket/62260393?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Australian woman's record-breaking run from continent's 'tip to toe',"Erchana Murray-Bartlett has run a marathon a day for 150 days, covering 6,300km (3,900 miles).",https://www.bbc.co.uk/news/world-australia-64286469?at_medium=RSS&at_campaign=KARANGA,POSITIVE
"Pope praises 'wise, tender' Benedict at solemn burial","Former Pope Benedict's funeral takes place at the Vatican, as Francis celebrates Mass with pilgrims.",https://www.bbc.co.uk/news/world-europe-64174160?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Sir Bradley Wiggins backs NSPCC campaign to prevent child abuse in sport,Sir Bradley Wiggins joins former Manchester City player Paul Stewart and the FA to back an NSPCC campaign against child abuse in sport.,https://www.bbc.co.uk/sport/cycling/63111555?at_medium=RSS&at_campaign=KARANGA,POSITIVE
Watch: Sudan evacuees from around the world arrive home,There have been emotional reunions as thousands of people take advantage of a ceasefire to flee Sudan.,https://www.bbc.co.uk/news/world-africa-65401022?at_medium=RSS&at_campaign=KARANGA,POSITIVE
